,Distinction,Name,Location,Price,Cuisine
2539,1 Star,Araka,"Istanbul, Türkiye",₺₺₺,Creative
2540,1 Star,Kitchen,"Bodrum, Türkiye",₺₺₺,Modern Cuisine
2541,1 Star,Vino Locale,"Izmir, Türkiye",₺₺₺₺,Country cooking
2542,1 Star,OD Urla,"Izmir, Türkiye",₺₺,Creative French
2543,1 Star,Nicole,"Istanbul, Türkiye",₺₺₺₺,Modern Cuisine
2544,1 Star,Mikla,"Istanbul, Türkiye",₺₺₺₺,Mediterranean Cuisine
2545,1 Star,Maçakızı,"Bodrum, Türkiye",₺₺₺,Modern Cuisine
2546,1 Star,Sankai by Nagaya,"Istanbul, Türkiye",₺₺₺₺,Japanese Contemporary
2547,1 Star,Rania,"Washington, USA",$$$$,Indian
2548,1 Star,Little Pearl,"Washington, USA",$$$$,Contemporary
2549,1 Star,Fiola,"Washington, USA",$$$$,Italian
2550,1 Star,The Dabney,"Washington, USA",$$$$,American
2551,1 Star,Métier,"Washington, USA",$$$$,Contemporary
2552,1 Star,Kinship,"Washington, USA",$$$,Contemporary
2553,1 Star,Gravitas,"Washington, USA",$$$$,Contemporary
2554,1 Star,Xiquet,"Washington, USA",$$$$,Spanish
2555,1 Star,Rooster & Owl,"Washington, USA",$$$,Contemporary
2556,1 Star,Masseria,"Washington, USA",$$$$,Italian
2557,1 Star,Elcielo Washington,"Washington, USA",$$$$,Colombian
2558,1 Star,Maydān,"Washington, USA",$$$,Middle Eastern
2559,1 Star,Reverie,"Washington, USA",$$$$,Contemporary
2560,1 Star,Causa,"Washington, USA",$$$$,Peruvian
2561,1 Star,Bresca,"Washington, USA",$$$$,Contemporary
2562,1 Star,Oyster Oyster,"Washington, USA",$$$,Vegetarian
2563,1 Star,Tail Up Goat,"Washington, USA",$$,Contemporary
2564,1 Star,Sushi Nakazawa,"Washington, USA",$$$$,Japanese
2565,1 Star,Imperfecto: The Chef's Table,"Washington, USA",$$$$,Latin American
2566,1 Star,Albi,"Washington, USA",$$$$,Middle Eastern
2567,1 Star,Rose’s Luxury,"Washington, USA",$$$$,Contemporary
2568,1 Star,Shmoné,"New York, USA",$$$$,Israeli
2569,1 Star,Tsukimi,"New York, USA",$$$$,Japanese
2570,1 Star,Sushi Ichimura,"New York, USA",$$$$,Japanese
2571,1 Star,Oiji Mi,"New York, USA",$$$$,Korean
2572,1 Star,Jua,"New York, USA",$$$$,Korean
2573,1 Star,bōm,"New York, USA",$$$$,Korean
2574,1 Star,Noz 17,"New York, USA",$$$$,Japanese
2575,1 Star,Torrisi,"New York, USA",$$$$,Contemporary
2576,1 Star,Red Paper Clip,"New York, USA",$$$$,Contemporary
2577,1 Star,63 Clinton,"New York, USA",$$$$,Contemporary
2578,1 Star,Le Jardinier New York,"New York, USA",$$$$,French
2579,1 Star,Rezdôra,"New York, USA",$$$$,Italian
2580,1 Star,Semma,"New York, USA",$$$,Indian
2581,1 Star,Frevo,"New York, USA",$$$$,Contemporary
2582,1 Star,Meju,"New York, USA",$$$$,Korean
2583,1 Star,Torien,"New York, USA",$$$$,Japanese
2584,1 Star,Jōji,"New York, USA",$$$$,Japanese
2585,1 Star,Mari,"New York, USA",$$$$,Korean
2586,1 Star,Icca,"New York, USA",$$$$,Japanese
2587,1 Star,Yoshino,"New York, USA",$$$$,Japanese
2588,1 Star,Crown Shy,"New York, USA",$$$,Contemporary
2589,1 Star,Sushi Amane,"New York, USA",$$$$,Japanese
2590,1 Star,The Musket Room,"New York, USA",$$$$,Contemporary
2591,1 Star,Gramercy Tavern,"New York, USA",$$$$,Contemporary
2592,1 Star,Sushi Yasuda,"New York, USA",$$$$,Japanese
2593,1 Star,Vestry,"New York, USA",$$$$,Contemporary
2594,1 Star,Dirt Candy,"New York, USA",$$$$,Vegetarian
2595,1 Star,Tuome,"New York, USA",$$$,Fusion
2596,1 Star,The Four Horsemen,"New York, USA",$$$$,American
2597,1 Star,Casa Mono,"New York, USA",$$$,Spanish
2598,1 Star,Kosaka,"New York, USA",$$$$,Japanese
2599,1 Star,One White Street,"New York, USA",$$$$,Contemporary
2600,1 Star,Hirohisa,"New York, USA",$$$$,Japanese
2601,1 Star,Family Meal at Blue Hill,"New York, USA",$$$$,American
2602,1 Star,Le Pavillon,"New York, USA",$$$$,Contemporary
2603,1 Star,Kochi,"New York, USA",$$$$,Korean
2604,1 Star,Essential by Christophe,"New York, USA",$$$$,French Contemporary
2605,1 Star,Caviar Russe,"New York, USA",$$$$,Contemporary
2606,1 Star,Clover Hill,"New York, USA",$$$$,Contemporary
2607,1 Star,Noda,"New York, USA",$$$$,Japanese
2608,1 Star,Sushi Nakazawa,"New York, USA",$$$$,Japanese
2609,1 Star,Tempura Matsui,"New York, USA",$$$$,Japanese
2610,1 Star,Jeju Noodle Bar,"New York, USA",$$$,Korean
2611,1 Star,Le Coucou,"New York, USA",$$$$,French
2612,1 Star,Estela,"New York, USA",$$$$,Contemporary
2613,1 Star,Francie,"New York, USA",$$$$,Contemporary
2614,1 Star,Cote,"New York, USA",$$$$,Korean
2615,1 Star,Shion 69 Leonard Street,"New York, USA",$$$$,Japanese
2616,1 Star,L’Abeille,"New York, USA",$$$$,French
2617,1 Star,Oxomoco,"New York, USA",$$$,Mexican
2618,1 Star,Restaurant Yuu,"New York, USA",$$$$,French Contemporary
2619,1 Star,Indienne,"Chicago, USA",$$$$,Indian
2620,1 Star,Topolobampo,"Chicago, USA",$$$$,Mexican
2621,1 Star,Esmé,"Chicago, USA",$$$$,Contemporary
2622,1 Star,Next,"Chicago, USA",$$$$,Contemporary
2623,1 Star,Mako,"Chicago, USA",$$$$,Japanese
2624,1 Star,Galit,"Chicago, USA",$$$$,Middle Eastern
2625,1 Star,Temporis,"Chicago, USA",$$$$,Contemporary
2626,1 Star,Atelier,"Chicago, USA",$$$$,American
2627,1 Star,Schwa,"Chicago, USA",$$$$,Contemporary
2628,1 Star,Omakase Yume,"Chicago, USA",$$$$,Japanese
2629,1 Star,EL Ideas,"Chicago, USA",$$$$,Contemporary
2630,1 Star,Elske,"Chicago, USA",$$$$,Contemporary
2631,1 Star,Sepia,"Chicago, USA",$$$,American
2632,1 Star,Kasama,"Chicago, USA",$$$$,Filipino
2633,1 Star,Boka,"Chicago, USA",$$$$,Contemporary
2634,1 Star,Hayakawa,"Atlanta, USA",$$$$,Japanese
2635,1 Star,Bacchanalia,"Atlanta, USA",$$$$,American
2636,1 Star,Mujō,"Atlanta, USA",$$$$,Japanese
2637,1 Star,Lazy Betty,"Atlanta, USA",$$$$,Contemporary
2638,1 Star,Atlas,"Atlanta, USA",$$$$,American
2639,1 Star,Hytra,"Athens, Greece",€€€,Modern Cuisine
2640,1 Star,Hervé,"Athens, Greece",€€€,Modern Cuisine
2641,1 Star,Patio,"Athens, Greece",€€€€,Modern Cuisine
2642,1 Star,CTC Urban Gastronomy,"Athens, Greece",€€€,Modern Cuisine
2643,1 Star,Spondi,"Athens, Greece",€€€€,French
2644,1 Star,Tudor Hall,"Athens, Greece",€€€€,Contemporary
2645,1 Star,Botrini's,"Athens, Greece",€€€€,Mediterranean Cuisine
2646,1 Star,Pelagos,"Athens, Greece",€€€€,Contemporary
2647,1 Star,Varoulko Seaside,"Athens, Greece",€€€,Seafood
2648,1 Star,The Zillers,"Athens, Greece",€€€,Contemporary
2649,1 Star,Soil,"Athens, Greece",€€€€,Contemporary
2650,1 Star,The Beijing Kitchen (Jianguo Road),"Beijing, China Mainland",¥¥,Cantonese
2651,1 Star,Sheng Yong Xing (Chaoyang),"Beijing, China Mainland",¥¥¥,Beijing Cuisine
2652,1 Star,Xin Rong Ji (Jinrong Street),"Beijing, China Mainland",¥¥¥,Taizhou
2653,1 Star,Jing,"Beijing, China Mainland",¥¥¥,French Contemporary
2654,1 Star,The Tasty House,"Beijing, China Mainland",¥¥¥,Jiangzhe
2655,1 Star,Mansion Cuisine by Jingyan,"Beijing, China Mainland",¥¥¥¥,Beijing Cuisine
2656,1 Star,Furong,"Beijing, China Mainland",¥¥¥,Hunanese
2657,1 Star,Zijin Mansion,"Beijing, China Mainland",¥¥¥,Cantonese
2658,1 Star,MO Jasmine,"Beijing, China Mainland",¥¥¥,Beijing Cuisine
2659,1 Star,Fu Chun Ju,"Beijing, China Mainland",¥¥¥,Cantonese
2660,1 Star,Lamdre,"Beijing, China Mainland",¥¥¥¥,Vegetarian
2661,1 Star,Giada Garden,"Beijing, China Mainland",¥¥¥¥,Italian
2662,1 Star,Gastro Esthetics DaDong,"Beijing, China Mainland",¥¥¥,Chinese Contemporary
2663,1 Star,Lu Style (Anding Road),"Beijing, China Mainland",¥¥¥,Shandong
2664,1 Star,Lei Garden (Jinbao Tower),"Beijing, China Mainland",¥¥¥,Cantonese
2665,1 Star,Ling Long,"Beijing, China Mainland",¥¥¥,Innovative
2666,1 Star,Forum,"Beijing, China Mainland",¥¥¥¥,Cantonese
2667,1 Star,Il Ristorante - Niko Romito,"Beijing, China Mainland",¥¥¥¥,Italian
2668,1 Star,Poetry‧Wine (Dongsanhuan Middle Road),"Beijing, China Mainland",¥¥,Beijing Cuisine
2669,1 Star,In Love (Gongti East Road),"Beijing, China Mainland",¥¥¥,Hunanese
2670,1 Star,Xin Rong Ji (Jianguomenwai Street),"Beijing, China Mainland",¥¥¥,Taizhou
2671,1 Star,Lu Shang Lu,"Beijing, China Mainland",¥¥¥¥,Shandong
2672,1 Star,Trb Hutong,"Beijing, China Mainland",¥¥¥¥,French Contemporary
2673,1 Star,Huaiyang Fu (Dongcheng),"Beijing, China Mainland",¥¥,Huaiyang
2674,1 Star,Cai Yi Xuan,"Beijing, China Mainland",¥¥¥,Cantonese
2675,1 Star,Zhiguan Courtyard,"Beijing, China Mainland",¥¥¥,Dongbei
2676,1 Star,Restaurant de l'Hôtel de Ville,"Ollon, Switzerland",€€€€,French Contemporary
2677,1 Star,Verve by Sven,"Bad Ragaz, Switzerland",€€€,Modern Cuisine
2678,1 Star,La Dispensa,"Neuchâtel, Switzerland",€€€,Italian
2679,1 Star,elmira,"Zurich, Switzerland",€€€€,Creative
2680,1 Star,Le Chat-Botté,"Geneva, Switzerland",€€€€,Modern French
2681,1 Star,La Riva,"Lenzerheide, Switzerland",€€€,Modern French
2682,1 Star,Aux Trois Amis,"Ligerz, Switzerland",€€€,Country cooking
2683,1 Star,Le Berceau des Sens,"Lausanne, Switzerland",€€€,Modern French
2684,1 Star,Table de Mary,"Cheseaux-Noréaz, Switzerland",€€€,Classic French
2685,1 Star,LA CHAVALLERA in der Krone - Säumerei am Inn,"La Punt-Chamues-ch, Switzerland",€€€€,Modern Cuisine
2686,1 Star,EquiTable,"Zurich, Switzerland",€€€€,Modern Cuisine
2687,1 Star,Alpine Gourmet Prato Borni,"Zermatt, Switzerland",€€€€,Creative
2688,1 Star,Capri,"Zermatt, Switzerland",€€€€,Italian
2689,1 Star,Cà d'Oro,"Saint Moritz, Switzerland",€€€€,Classic French
2690,1 Star,Jägerhof,"Sankt Gallen, Switzerland",€€€,Modern Cuisine
2691,1 Star,Traube,"Trimbach, Switzerland",€€€€,French Contemporary
2692,1 Star,THE VIEW,"Lugano, Switzerland",€€€€,Italian Contemporary
2693,1 Star,Tosca,"Geneva, Switzerland",€€€€,Tuscan
2694,1 Star,Seerestaurant Belvédère,"Hergiswil, Switzerland",€€€€,Modern Cuisine
2695,1 Star,Tsé Fung,"Geneva, Switzerland",€€€,Chinese
2696,1 Star,Löwen - Apriori,"Bubikon, Switzerland",€€€€,Mediterranean Cuisine
2697,1 Star,Vivanda,"Brail, Switzerland",€€€€,Creative
2698,1 Star,Wirtschaft im FRANZ,"Zurich, Switzerland",€€€,Modern Cuisine
2699,1 Star,Lucide,"Lucerne, Switzerland",€€€€,Contemporary
2700,1 Star,META,"Lugano, Switzerland",€€€€,Mediterranean Cuisine
2701,1 Star,La Micheline,"Geneva, Switzerland",€€€,Mediterranean Cuisine
2702,1 Star,Gasthaus zum Kreuz - Bijou,"Dallenwil, Switzerland",€€€€,Asian and Western
2703,1 Star,die Wöschi,"Zurich, Switzerland",€€€,Modern Cuisine
2704,1 Star,Du Bourg,"Biel, Switzerland",€€€,Modern Cuisine
2705,1 Star,La Rôtisserie,"Zurich, Switzerland",€€€,Contemporary
2706,1 Star,Eden Kitchen & Bar,"Zurich, Switzerland",€€€€,Italian
2707,1 Star,L'Aparté,"Geneva, Switzerland",€€€,Modern French
2708,1 Star,Gasthaus zum Kreuz - Stübli,"Dallenwil, Switzerland",€€€€,Classic Cuisine
2709,1 Star,Bayview by Michel Roth,"Geneva, Switzerland",€€€€,Mediterranean Cuisine
2710,1 Star,Truube,"Gais, Switzerland",€€€,Mediterranean Cuisine
2711,1 Star,Neue Blumenau,"Lömmenschwil, Switzerland",€€€,Classic Cuisine
2712,1 Star,Auberge de la Croix Blanche,"Villarepos, Switzerland",€€€,Classic Cuisine
2713,1 Star,Gasthaus Löwen,"Menzingen, Switzerland",€€€€,Classic Cuisine
2714,1 Star,After Seven,"Zermatt, Switzerland",€€€€,Creative
2715,1 Star,Torkel,"Vaduz, Switzerland",€€€,Modern Cuisine
2716,1 Star,Talvo by Dalsass,"Saint Moritz, Switzerland",€€€€,Mediterranean Cuisine
2717,1 Star,Le Murenberg,"Bubendorf, Switzerland",€€€,Classic Cuisine
2718,1 Star,Schlüssel,"Oberwil, Switzerland",€€€,Mediterranean Cuisine
2719,1 Star,Locanda Barbarossa,"Ascona, Switzerland",€€€€,Mediterranean Cuisine
2720,1 Star,Sonne,"Wengi bei Büren, Switzerland",€€€€,French
2721,1 Star,Alpenblick - Stuba,"Adelboden, Switzerland",€€€,Modern Cuisine
2722,1 Star,Locanda Orico,"Bellinzona, Switzerland",€€€€,Mediterranean Cuisine
2723,1 Star,Du Cerf,"Sonceboz, Switzerland",€€€€,Classic French
2724,1 Star,Regina Montium,"Rigi Kaltbad, Switzerland",€€€€,Creative
2725,1 Star,Fahr,"Künten-Sulz, Switzerland",€€€€,Regional Cuisine
2726,1 Star,Neue Taverne,"Zurich, Switzerland",€€€,Vegetarian
2727,1 Star,Chesa Stüva Colani,"Madulain, Switzerland",€€€,Innovative
2728,1 Star,KLE,"Zurich, Switzerland",€€€,Vegan
2729,1 Star,GÜTSCH by Markus Neff,"Andermatt, Switzerland",€€€,Classic French
2730,1 Star,La Pinte des Mossettes,"Cerniat, Switzerland",€€€€,Creative
2731,1 Star,OZ,"Fürstenau, Switzerland",€€€€,Vegetarian
2732,1 Star,Sushi Shin,"Zurich, Switzerland",€€€€,Japanese Contemporary
2733,1 Star,Bad Balgach by Schützelhofer,"Balgach, Switzerland",€€€,Classic Cuisine
2734,1 Star,Colonnade,"Lucerne, Switzerland",€€€€,Modern French
2735,1 Star,Osteria Enoteca Cuntitt,"Castel San Pietro, Switzerland",€€€,Italian Contemporary
2736,1 Star,Njørden,"Aubonne, Switzerland",€€€,Modern Cuisine
2737,1 Star,UniQuisine Atelier,"Stansstad, Switzerland",€€€€,Modern Cuisine
2738,1 Star,Birdy's by Achtien - The Nest,"Brunnen, Switzerland",€€€€,Creative
2739,1 Star,Wiesner Mysterion - Wiesner - Zauber,"Romoos, Switzerland",€€€€,Creative
2740,1 Star,Osteria dell'Enoteca,"Losone, Switzerland",€€€,Mediterranean Cuisine
2741,1 Star,Sternen - Badstube,"Wangen bei Dübendorf, Switzerland",€€€,Classic Cuisine
2742,1 Star,La Miranda Gourmet Stübli,"Samnaun, Switzerland",€€€€,Modern Cuisine
2743,1 Star,Brasserie Uno,"Zermatt, Switzerland",€€€€,Contemporary
2744,1 Star,Le Pérolles,"Fribourg, Switzerland",€€€€,Classic French
2745,1 Star,Stéphane Décotterd,"Montreux, Switzerland",€€€€,French Contemporary
2746,1 Star,Restaurant 20 Victoria,"Toronto, Canada",$$$$,Contemporary
2747,1 Star,Sihlhalde,"Gattikon, Switzerland",€€€,Classic Cuisine
2748,1 Star,Il Lago,"Geneva, Switzerland",€€€€,Italian
2749,1 Star,Ackermannshof,"Basel, Switzerland",€€€€,Mediterranean Cuisine
2750,1 Star,Damien Germanier,"Sion, Switzerland",€€€€,Creative
2751,1 Star,L'OURS,"Crans-Montana, Switzerland",€€€€,Modern Cuisine
2752,1 Star,Sommet by Martin Göschel,"Gstaad, Switzerland",€€€€,Modern Cuisine
2753,1 Star,Gasthaus Zum Gupf,"Rehetobel, Switzerland",€€€,Traditional Cuisine
2754,1 Star,Wirtshaus Zur Säge,"Flüh, Switzerland",€€€€,Classic French
2755,1 Star,Maison Manesse,"Zurich, Switzerland",€€€€,Creative
2756,1 Star,Domaine de Châteauvieux,"Satigny, Switzerland",€€€€,Modern French
2757,1 Star,La Table d'Adrien,"Verbier, Switzerland",€€€€,Contemporary
2758,1 Star,Segreto,"Wittenbach, Switzerland",€€€,Contemporary
2759,1 Star,La Chaumière by Serge Labrosse,"Troinex, Switzerland",€€€,Modern French
2760,1 Star,Le Cigalon,"Thônex, Switzerland",€€€,Seafood
2761,1 Star,RICO'S,"Küsnacht, Switzerland",€€€€,Modern Cuisine
2762,1 Star,I Due Sud,"Lugano, Switzerland",€€€€,Mediterranean Cuisine
2763,1 Star,Château Attisholz - Le feu,"Riedholz, Switzerland",€€€€,French
2764,1 Star,Panorama - Cayenne,"Steffisburg, Switzerland",€€€,Modern French
2765,1 Star,Alpenblick,"Wilderswil, Switzerland",€€€€,Creative
2766,1 Star,Bel Etage,"Basel, Switzerland",€€€,Classic French
2767,1 Star,Schlüssel - Nidbergstube,"Mels, Switzerland",€€€€,Classic Cuisine
2768,1 Star,Wein & Sein,"Berne, Switzerland",€€€€,Modern Cuisine
2769,1 Star,Zur Gedult,"Burgdorf, Switzerland",€€€€,International
2770,1 Star,Steinhalle,"Berne, Switzerland",€€€€,Creative
2771,1 Star,Au 1465,"Champex-Lac, Switzerland",€€€,French Contemporary
2772,1 Star,Les Montagnards - Le Sommet,"Broc, Switzerland",€€€€,Creative
2773,1 Star,The Japanese by The Chedi at Gütsch,"Andermatt, Switzerland",€€€€,Japanese Contemporary
2774,1 Star,Restaurant GERBER WYSS,"Yverdon-les-Bains, Switzerland",€€€€,Classic French
2775,1 Star,Des Trois Tours,"Fribourg, Switzerland",€€€€,French Contemporary
2776,1 Star,1910 Gourmet by Hausers,"Grindelwald, Switzerland",€€€€,Contemporary
2777,1 Star,Radius by Stefan Beer,"Interlaken, Switzerland",€€€€,Regional Cuisine
2778,1 Star,Krone,"Saint Moritz, Switzerland",€€€€,Italian
2779,1 Star,Gilles Varone,"Savièse, Switzerland",€€€€,Modern Cuisine
2780,1 Star,ZOE,"Berne, Switzerland",€€€,Vegetarian
2781,1 Star,Costes,"Budapest, Hungary",€€€€,Modern Cuisine
2782,1 Star,Babel,"Budapest, Hungary",€€€€,Modern Cuisine
2783,1 Star,Borkonyha Winekitchen,"Budapest, Hungary",€€€,Modern Cuisine
2784,1 Star,essência,"Budapest, Hungary",€€€€,Modern Cuisine
2785,1 Star,42,"Esztergom, Hungary",€€€€,Modern Cuisine
2786,1 Star,Rumour,"Budapest, Hungary",€€€€,Creative
2787,1 Star,Salt,"Budapest, Hungary",€€€€,Modern Cuisine
2788,1 Star,Mora,Hong Kong,$$$,Innovative
2789,1 Star,Wils,"Amsterdam, Netherlands",€€€€,World Cuisine
2790,1 Star,RIJKS®,"Amsterdam, Netherlands",€€€€,Creative
2791,1 Star,De Juwelier,"Amsterdam, Netherlands",€€€,Modern French
2792,1 Star,Zoldering,"Amsterdam, Netherlands",€€€,Modern French
2793,1 Star,Wiesen,"Eindhoven, Netherlands",€€€,French
2794,1 Star,Zarzo,"Eindhoven, Netherlands",€€€€,Creative
2795,1 Star,Brass Boer Thuis,"Zwolle, Netherlands",€€€,Regional Cuisine
2796,1 Star,Eden,"Valkenswaard, Netherlands",€€€,Modern Cuisine
2797,1 Star,'t Raedthuys,"Duiven, Netherlands",€€€,Modern French
2798,1 Star,Au Coin des Bons Enfants,"Maastricht, Netherlands",€€€,Modern French
2799,1 Star,Codium,"Goes, Netherlands",€€€,Creative
2800,1 Star,Versaen,"Ravenstein, Netherlands",€€€,Creative
2801,1 Star,Daalder,"Amsterdam, Netherlands",€€€€,Creative
2802,1 Star,Aan de Zweth,"Schipluiden, Netherlands",€€€€,Modern French
2803,1 Star,Flavours,"Weert, Netherlands",€€€,Modern Cuisine
2804,1 Star,Restaurant Wolfslaar,"Breda, Netherlands",€€€€,Modern French
2805,1 Star,De Woage,"Gramsbergen, Netherlands",€€€,Farm to table
2806,1 Star,Basiliek,"Harderwijk, Netherlands",€€€,Modern Cuisine
2807,1 Star,MOS,"Amsterdam, Netherlands",€€€,Creative French
2808,1 Star,Rijnzicht,"Doornenburg, Netherlands",€€€€,Modern Cuisine
2809,1 Star,Restaurant De Burgemeester,"Linschoten, Netherlands",€€€€,Modern Cuisine
2810,1 Star,The Millèn,"Rotterdam, Netherlands",€€€,Modern Cuisine
2811,1 Star,Da Vinci,"Maasbracht, Netherlands",€€€€,Classic French
2812,1 Star,Restaurant Smink,"Wolvega, Netherlands",€€€,Creative
2813,1 Star,Meliefste,"Wolphaartsdijk, Netherlands",€€€€,Creative
2814,1 Star,Het Koetshuis,"Bennekom, Netherlands",€€€,Modern Cuisine
2815,1 Star,Marrees,"Weert, Netherlands",€€€,Modern Cuisine
2816,1 Star,Lars Amsterdam,"Amsterdam, Netherlands",€€€€,Modern Cuisine
2817,1 Star,Beluga Loves You,"Maastricht, Netherlands",€€€€,Creative
2818,1 Star,Sense,"'s-Hertogenbosch, Netherlands",€€€,Creative
2819,1 Star,De Bloemenbeek,"De Lutte, Netherlands",€€€,Modern French
2820,1 Star,De Kromme Dissel,"Heelsum, Netherlands",€€€,Creative
2821,1 Star,De Moerbei,"Warmond, Netherlands",€€€,Farm to table
2822,1 Star,O&O,"Sint Willebrord, Netherlands",€€€€,Asian
2823,1 Star,Cheval Blanc,"Heemstede, Netherlands",€€€,Modern Cuisine
