,Distinction,Name,Location,Price,Cuisine
2183,1 Star,Yong Fu (Huangpu),"Shanghai, China Mainland",¥¥¥,Ningbo
2184,1 Star,Fu He Hui,"Shanghai, China Mainland",¥¥¥¥,Vegetarian
2185,1 Star,Ming Court,"Shanghai, China Mainland",¥¥¥,Cantonese
2186,1 Star,Le Comptoir de Pierre Gagnaire,"Shanghai, China Mainland",¥¥¥¥,French
2187,1 Star,Moose (Changning),"Shanghai, China Mainland",¥¥¥,Jiangzhe
2188,1 Star,Phénix,"Shanghai, China Mainland",¥¥¥¥,French
2189,1 Star,Obscura,"Shanghai, China Mainland",¥¥¥¥,Innovative
2190,1 Star,Amazing Chinese Cuisine (Changning),"Shanghai, China Mainland",¥¥¥¥,Chao Zhou
2191,1 Star,Canton Table,"Shanghai, China Mainland",¥¥¥,Cantonese
2192,1 Star,Oriental Sense & Palate,"Shanghai, China Mainland",¥¥¥¥,Chao Zhou
2193,1 Star,Jean Georges,"Shanghai, China Mainland",¥¥¥¥,French
2194,1 Star,Da Dong (Xuhui),"Shanghai, China Mainland",¥¥¥,Chinese Contemporary
2195,1 Star,Lao Zheng Xing (Huangpu),"Shanghai, China Mainland",¥¥,Shanghainese
2196,1 Star,Yi Long Court,"Shanghai, China Mainland",¥¥¥¥,Cantonese
2197,1 Star,Fu 1039,"Shanghai, China Mainland",¥¥¥,Shanghainese
2198,1 Star,Ling Long,"Shanghai, China Mainland",¥¥¥¥,Innovative
2199,1 Star,YongFoo Élite,"Shanghai, China Mainland",¥¥¥¥,Shanghainese
2200,1 Star,Lei Garden (Pudong),"Shanghai, China Mainland",¥¥¥,Cantonese
2201,1 Star,Lei Garden (Xuhui),"Shanghai, China Mainland",¥¥,Cantonese
2202,1 Star,Yong Fu (Hongkou),"Shanghai, China Mainland",¥¥¥¥,Ningbo
2203,1 Star,Ren He Guan (Xuhui),"Shanghai, China Mainland",¥¥,Shanghainese
2204,1 Star,Seventh Son,"Shanghai, China Mainland",¥¥¥,Cantonese
2205,1 Star,EHB,"Shanghai, China Mainland",¥¥¥¥,European Contemporary
2206,1 Star,Yue Hai Tang,"Shanghai, China Mainland",¥¥¥,Cantonese
2207,1 Star,T'ang Court,"Shanghai, China Mainland",¥¥¥¥,Cantonese
2208,1 Star,Fu 1015,"Shanghai, China Mainland",¥¥¥¥,Shanghainese
2209,1 Star,Lu Style (Huangpu),"Shanghai, China Mainland",¥¥¥,Shandong
2210,1 Star,Fu 1088,"Shanghai, China Mainland",¥¥¥,Shanghainese
2211,1 Star,Il Bavaglino,"Terrasini, Italy",€€€,Creative
2212,1 Star,Nin,"Brenzone sul Garda, Italy",€€€€,Creative
2213,1 Star,Dalla Gioconda,"Gabicce Monte, Italy",€€€,Country cooking
2214,1 Star,San Giorgio,"Genoa, Italy",€€€,Modern Cuisine
2215,1 Star,Kitchen,"Como, Italy",€€€,Italian Contemporary
2216,1 Star,Ca' Vittoria,"Tigliole, Italy",€€€,Piedmontese
2217,1 Star,Cannavacciuolo Bistrot,"Turin, Italy",€€€€,Creative
2218,1 Star,Oro Restaurant,"Venice, Italy",€€€€,Italian Contemporary
2219,1 Star,Alpenroyal Gourmet,"Selva di Val Gardena, Italy",€€€€,Creative
2220,1 Star,L’Alchimia,"Milan, Italy",€€€,Modern Cuisine
2221,1 Star,I Castagni,"Vigevano, Italy",€€€,Classic Cuisine
2222,1 Star,Vintage 1997,"Turin, Italy",€€€,Italian
2223,1 Star,Zum Löwen,"Tisens, Italy",€€€,Classic Cuisine
2224,1 Star,Carignano,"Turin, Italy",€€€€,Creative
2225,1 Star,Condividere,"Turin, Italy",€€€€,Italian Contemporary
2226,1 Star,Magorabin,"Turin, Italy",€€€,Creative
2227,1 Star,La Primula,"San Quirino, Italy",€€€,Italian Contemporary
2228,1 Star,Moma,"Rome, Italy",€€€,Creative
2229,1 Star,Al Metrò,"San Salvo Marina, Italy",€€€,Modern Cuisine
2230,1 Star,Campo del Drago,"Montalcino, Italy",€€€€,Contemporary
2231,1 Star,Arnaldo - Clinica Gastronomica,"Rubiera, Italy",€€€,Emilian
2232,1 Star,D.One Restaurant,"Montepagano, Italy",€€€,Modern Cuisine
2233,1 Star,Locanda Margon,"Ravina, Italy",€€€€,Creative
2234,1 Star,Amistà,"Corrubbio, Italy",€€€€,Italian Contemporary
2235,1 Star,sui generis.,"Saronno, Italy",€€€€,Creative
2236,1 Star,La Coldana,"Lodi, Italy",€€€,Contemporary
2237,1 Star,Horto,"Milan, Italy",€€€€,Modern Cuisine
2238,1 Star,Fradis Minoris,"Pula, Italy",€€€€,Sardinian
2239,1 Star,La Torre,"Tavarnelle Val di Pesa, Italy",€€€€,Creative
2240,1 Star,La Favellina,"Malo, Italy",€€€€,Italian Contemporary
2241,1 Star,Josè Restaurant - Tenuta Villa Guerra,"Torre del Greco, Italy",€€€,Campanian
2242,1 Star,Il Ristorante di Guido da Costigliole,"Santo Stefano Belbo, Italy",€€€€,Piedmontese
2243,1 Star,All'Oro,"Rome, Italy",€€€€,Creative
2244,1 Star,Lanterna Verde,"Villa di Chiavenna, Italy",€€€,Country cooking
2245,1 Star,La Capinera,"Taormina, Italy",€€€,Sicilian
2246,1 Star,Sadler,"Milan, Italy",€€€€,Italian
2247,1 Star,Guido,"Rimini, Italy",€€€,Seafood
2248,1 Star,Abocar Due Cucine,"Rimini, Italy",€€€,Creative
2249,1 Star,Vecchia Malcesine,"Malcesine, Italy",€€€€,Country cooking
2250,1 Star,L'Erba del Re,"Modena, Italy",€€€,Creative
2251,1 Star,Gagini Restaurant,"Palermo, Italy",€€€,Creative
2252,1 Star,Stube Hermitage,"Madonna di Campiglio, Italy",€€€€,Creative
2253,1 Star,Relais Blu,"Massa Lubrense, Italy",€€€,Mediterranean Cuisine
2254,1 Star,Indaco,"Lacco Ameno, Italy",€€€€,Creative
2255,1 Star,Accursio,"Modica, Italy",€€€€,Contemporary
2256,1 Star,Sarri,"Imperia, Italy",€€€,Seafood
2257,1 Star,Signum,"Malfa, Italy",€€€€,Sicilian
2258,1 Star,Il Flauto di Pan,"Ravello, Italy",€€€€,Creative
2259,1 Star,Gellius,"Oderzo, Italy",€€€,Modern Cuisine
2260,1 Star,Le Trabe,"Paestum, Italy",€€€€,Campanian
2261,1 Star,Schöneck,"Molini, Italy",€€€,Regional Cuisine
2262,1 Star,Lido 84,"Fasano del Garda, Italy",€€€€,Creative
2263,1 Star,Villa Maiella,"Guardiagrele, Italy",€€€,Cuisine from Abruzzo
2264,1 Star,Berton,"Milan, Italy",€€€€,Italian Contemporary
2265,1 Star,Il Convivio Troiani,"Rome, Italy",€€€€,Contemporary
2266,1 Star,Nostrano,"Pesaro, Italy",€€€,Country cooking
2267,1 Star,La Pineta,"Marina di Bibbona, Italy",€€€,Seafood
2268,1 Star,Massimo Camia,"La Morra, Italy",€€€,Piedmontese
2269,1 Star,Il Piastrino,"Pennabilli, Italy",€€€,Country cooking
2270,1 Star,Aroma,"Rome, Italy",€€€€,Modern Cuisine
2271,1 Star,Paolo e Barbara,"San Remo, Italy",€€€€,Country cooking
2272,1 Star,Antica Osteria Nonna Rosa,"Vico Equense, Italy",€€€€,Campanian
2273,1 Star,La Speranzina Restaurant & Relais,"Sirmione, Italy",€€€€,Creative
2274,1 Star,Imàgo,"Rome, Italy",€€€€,Italian Contemporary
2275,1 Star,Re Maurì,"Salerno, Italy",€€€€,Creative
2276,1 Star,Osteria Altran,"Ruda, Italy",€€€,Italian
2277,1 Star,Due Camini,"Savelletri, Italy",€€€€,Mediterranean Cuisine
2278,1 Star,Dolce Stil Novo alla Reggia,"Venaria Reale, Italy",€€€,Italian Contemporary
2279,1 Star,Romano,"Viareggio, Italy",€€€€,Seafood
2280,1 Star,La Tana Gourmet,"Asiago, Italy",€€€€,Creative
2281,1 Star,Maeba Restaurant,"Ariano Irpino, Italy",€€€,Italian Contemporary
2282,1 Star,Contraste,"Milan, Italy",€€€€,Modern Cuisine
2283,1 Star,Guidoristorante,"Serralunga d'Alba, Italy",€€€,Piedmontese
2284,1 Star,Sissi,"Merano, Italy",€€€,Modern Cuisine
2285,1 Star,Bros',"Lecce, Italy",€€€€,Creative
2286,1 Star,Il Marin,"Genoa, Italy",€€€,Seafood
2287,1 Star,Il Faro di Capo d'Orso - Andrea Aprea,"Maiori, Italy",€€€€,Creative
2288,1 Star,Crocifisso,"Noto, Italy",€€€,Contemporary
2289,1 Star,Il Fagiano,"Fasano del Garda, Italy",€€€,Italian Contemporary
2290,1 Star,Vitantonio Lombardo,"Matera, Italy",€€€€,Creative
2291,1 Star,Il Cantinone e Sport Hotel Alpina,"Madesimo, Italy",€€€,Contemporary
2292,1 Star,Lazzaro 1915,"Pontelongo, Italy",€€€,Italian Contemporary
2293,1 Star,Prezioso,"Merano, Italy",€€€€,Alpine
2294,1 Star,Acquerello,"Fagnano Olona, Italy",€€€€,Creative
2295,1 Star,Zappatori,"Pinerolo, Italy",€€€,Modern Cuisine
2296,1 Star,Joia,"Milan, Italy",€€€€,Vegetarian
2297,1 Star,La Serra,"Positano, Italy",€€€€,Mediterranean Cuisine
2298,1 Star,Borgo San Jacopo,"Florence, Italy",€€€€,Modern Cuisine
2299,1 Star,Dolomieu,"Madonna di Campiglio, Italy",€€€€,Contemporary
2300,1 Star,Ada,"Perugia, Italy",€€€€,Creative
2301,1 Star,Vite,"Lancenigo, Italy",€€€,Contemporary
2302,1 Star,Votavota,"Marina di Ragusa, Italy",€€€,Modern Cuisine
2303,1 Star,Quintessenza,"Trani, Italy",€€€,Apulian
2304,1 Star,President,"Pompei, Italy",€€€,Mediterranean Cuisine
2305,1 Star,Cracco in Galleria,"Milan, Italy",€€€€,Modern Cuisine
2306,1 Star,Esplanade,"Desenzano del Garda, Italy",€€€€,Italian
2307,1 Star,Sedicesimo Secolo,"Pudiano, Italy",€€€,Creative
2308,1 Star,Iyo,"Milan, Italy",€€€€,Japanese
2309,1 Star,Lorenzo,"Forte dei Marmi, Italy",€€€€,Seafood
2310,1 Star,Anna Stuben,"Ortisei, Italy",€€€€,Creative
2311,1 Star,I Tenerumi,"Isola Vulcano, Italy",€€€€,Vegetarian
2312,1 Star,Famiglia Rana,"Oppeano, Italy",€€€€,Contemporary
2313,1 Star,Casa Sgarra,"Trani, Italy",€€€,Apulian
2314,1 Star,Retroscena,"Porto San Giorgio, Italy",€€€€,Creative
2315,1 Star,Vignamare,"Andora, Italy",€€€€,Modern Cuisine
2316,1 Star,Atto di Vito Mollica,"Florence, Italy",€€€€,Italian Contemporary
2317,1 Star,L'Arcade,"Porto San Giorgio, Italy",€€€,Contemporary
2318,1 Star,Abbruzzino,"Catanzaro, Italy",€€€,Country cooking
2319,1 Star,Luisl Stube,"Algund, Italy",€€€€,Creative
2320,1 Star,Il Desco,"Verona, Italy",€€€€,Italian Contemporary
2321,1 Star,Essenza,"Terracina, Italy",€€€,Contemporary
2322,1 Star,Un Piano nel Cielo,"Praiano, Italy",€€€€,Mediterranean Cuisine
2323,1 Star,Iacobucci,"Castel Maggiore, Italy",€€€,Italian Contemporary
2324,1 Star,La Rucola 2.0,"Sirmione, Italy",€€€€,Creative
2325,1 Star,Li Galli,"Positano, Italy",€€€€,Contemporary
2326,1 Star,Borgo Sant'Anna,"Monforte d'Alba, Italy",€€€,Country cooking
2327,1 Star,Osteria del Viandante,"Rubiera, Italy",€€€,Emilian
2328,1 Star,Impronte,"Bergamo, Italy",€€€€,Modern Cuisine
2329,1 Star,Zia,"Rome, Italy",€€€€,Innovative
2330,1 Star,21.9,"Piobesi d'Alba, Italy",€€€,Country cooking
2331,1 Star,Impronta d'Acqua,"Cavi di Lavagna, Italy",€€€,Italian Contemporary
2332,1 Star,Porta di Basso,"Peschici, Italy",€€€,Seafood
2333,1 Star,Il Cappero,"Isola Vulcano, Italy",€€€€,Mediterranean Cuisine
2334,1 Star,Ca' Matilde,"Rubbianino, Italy",€€€€,Italian Contemporary
2335,1 Star,Saporium Firenze,"Florence, Italy",€€€€,Creative
2336,1 Star,Locanda Don Serafino,"Ragusa, Italy",€€€€,Creative
2337,1 Star,La Trota,"Rivodutri, Italy",€€€€,Country cooking
2338,1 Star,La Sala dei Grappoli,"Montalcino, Italy",€€€€,Modern Cuisine
2339,1 Star,Il Patio,"Pollone, Italy",€€€,Country cooking
2340,1 Star,Tilia,"Toblach, Italy",€€€€,Modern Cuisine
2341,1 Star,Contaminazioni Restaurant,"Somma Vesuviana, Italy",€€€,Italian Contemporary
2342,1 Star,Gucci Osteria da Massimo Bottura,"Florence, Italy",€€€€,Italian Contemporary
2343,1 Star,Inkiostro,"Parma, Italy",€€€€,Creative
2344,1 Star,Capriccio,"Manerba del Garda, Italy",€€€,Modern Cuisine
2345,1 Star,Sud,"Quarto, Italy",€€€,Modern Cuisine
2346,1 Star,Veritas,"Naples, Italy",€€€,Campanian
2347,1 Star,Shalai,"Linguaglossa, Italy",€€€,Sicilian
2348,1 Star,L'Argine a Vencò,"Dolegna del Collio, Italy",€€€€,Country cooking
2349,1 Star,Cannavacciuolo Countryside,"Ticciano, Italy",€€€€,Mediterranean Cuisine
2350,1 Star,Vescovado,"Noli, Italy",€€€€,Ligurian
2351,1 Star,Wistèria,"Venice, Italy",€€€€,Contemporary
2352,1 Star,The Cook,"Genoa, Italy",€€€€,Modern Cuisine
2353,1 Star,Trattoria contemporanea,"Lomazzo, Italy",€€€,Italian Contemporary
2354,1 Star,Osteria Acquarol,"San Michele, Italy",€€€,Modern Cuisine
2355,1 Star,Alici,"Amalfi, Italy",€€€€,Campanian
2356,1 Star,Matteo Grandi in Basilica,"Vicenza, Italy",€€€€,Contemporary
2357,1 Star,Lorelei,"Sorrento, Italy",€€€€,Mediterranean Cuisine
2358,1 Star,Trattoria da Amerigo,"Savigno, Italy",€€,Emilian
2359,1 Star,Sintesi,"Ariccia, Italy",€€€,Contemporary
2360,1 Star,Casa Mazzucchelli,"Sasso Marconi, Italy",€€€,Creative
2361,1 Star,Marco Bottega Ristorante,"Genazzano, Italy",€€€,Creative
2362,1 Star,Osteria di Passignano,"Passignano, Italy",€€€€,Country cooking
2363,1 Star,Bolle,"Lallio, Italy",€€€,Italian Contemporary
2364,1 Star,Taverna del Capitano,"Marina del Cantone, Italy",€€€€,Creative
2365,1 Star,I Portici,"Bologna, Italy",€€€€,Creative
2366,1 Star,Osteria della Brughiera,"Villa d'Almè, Italy",€€€€,Italian Contemporary
2367,1 Star,Al Sorriso,"Soriso, Italy",€€€€,Piedmontese
2368,1 Star,Del Cambio,"Turin, Italy",€€€€,Contemporary
2369,1 Star,San Martino,"Scorzè, Italy",€€€,Modern Cuisine
2370,1 Star,Il Buco,"Sorrento, Italy",€€€€,Mediterranean Cuisine
2371,1 Star,Terrazza Bosquet,"Sorrento, Italy",€€€€,Creative
2372,1 Star,Suinsom,"Selva di Val Gardena, Italy",€€€€,Italian Contemporary
2373,1 Star,Castello di Fighine,"San Casciano dei Bagni, Italy",€€€,Contemporary
2374,1 Star,Marco Martini Restaurant,"Rome, Italy",€€€,Creative
2375,1 Star,Venissa,"Mazzorbo, Italy",€€€€,Country cooking
2376,1 Star,La Credenza,"San Maurizio Canavese, Italy",€€€,Creative
2377,1 Star,La Locanda del Borgo,"Telese, Italy",€€€€,Country cooking
2378,1 Star,La Ciau del Tornavento,"Treiso, Italy",€€€,Italian Contemporary
2379,1 Star,Glass Hostaria,"Rome, Italy",€€€€,Creative
2380,1 Star,Umberto De Martino,"San Paolo d'Argon, Italy",€€€€,Mediterranean Cuisine
2381,1 Star,Laite,"Sappada, Italy",€€€€,Regional Cuisine
2382,1 Star,Casamatta,"Manduria, Italy",€€€€,Modern Cuisine
2383,1 Star,Oasis - Sapori Antichi,"Vallesaccarda, Italy",€€€,Campanian
2384,1 Star,Balzi Rossi,"Ventimiglia, Italy",€€€€,Country cooking
2385,1 Star,Malga Panna,"Moena, Italy",€€€,Regional Cuisine
2386,1 Star,Tantris,"Novara, Italy",€€€,Creative
2387,1 Star,La Tavola,"Laveno, Italy",€€€€,Creative
2388,1 Star,Dolada,"Pieve d'Alpago, Italy",€€€,Country cooking
2389,1 Star,Il Pellicano,"Porto Ercole, Italy",€€€€,Creative
2390,1 Star,Il Luogo Aimo e Nadia,"Milan, Italy",€€€€,Italian Contemporary
2391,1 Star,Giglio,"Lucca, Italy",€€€,Classic Cuisine
2392,1 Star,Atman,"Lamporecchio, Italy",€€€,Creative
2393,1 Star,Pipero Roma,"Rome, Italy",€€€€,Creative
2394,1 Star,Primo Restaurant,"Lecce, Italy",€€€€,Mediterranean Cuisine
2395,1 Star,La Tortuga,"Gargnano, Italy",€€€€,Classic Cuisine
2396,1 Star,Bracali,"Ghirlanda, Italy",€€€€,Italian Contemporary
2397,1 Star,Il Gallo Cedrone,"Madonna di Campiglio, Italy",€€€,Creative
2398,1 Star,Butterfly,"Marlia, Italy",€€€€,Italian
2399,1 Star,Zass,"Positano, Italy",€€€€,Mediterranean Cuisine
2400,1 Star,Vespasia,"Norcia, Italy",€€€€,Umbrian
2401,1 Star,Johannesstube,"Nova Levante, Italy",€€€€,Alpine
2402,1 Star,Otto Geleng,"Taormina, Italy",€€€€,Mediterranean Cuisine
2403,1 Star,1908,"Soprabolzano, Italy",€€€€,Creative
2404,1 Star,Paca,"Prato, Italy",€€€,Italian Contemporary
2405,1 Star,Lunasia,"Viareggio, Italy",€€€€,Modern Cuisine
2406,1 Star,Villa Elena,"Bergamo, Italy",€€€€,Creative
2407,1 Star,La Stüa de Michil,"Corvara in Badia, Italy",€€€€,Creative
2408,1 Star,Kuppelrain,"Castelbello, Italy",€€€,Farm to table
2409,1 Star,Al Gambero,"Calvisano, Italy",€€€,Lombardian
2410,1 Star,I Pupi,"Bagheria, Italy",€€€€,Sicilian
2411,1 Star,Materia,"Cernobbio, Italy",€€€,Creative
2412,1 Star,L'Asinello,"Castelnuovo Berardenga, Italy",€€€,Tuscan
2413,1 Star,Due Colombe,"Borgonato, Italy",€€€,Country cooking
2414,1 Star,Locanda del Pilone,"Alba, Italy",€€€,Creative
2415,1 Star,Pashà,"Conversano, Italy",€€€€,Apulian
2416,1 Star,Sensi,"Amalfi, Italy",€€€€,Mediterranean Cuisine
2417,1 Star,Nazionale,"Vernante, Italy",€€€,Country cooking
2418,1 Star,Il Tino,"Fiumicino, Italy",€€€,Creative
2419,1 Star,Līmū,"Bagheria, Italy",€€€,Creative
2420,1 Star,Iyo Kaiseki,"Milan, Italy",€€€,Japanese
2421,1 Star,Andrea Larossa,"Turin, Italy",€€€€,Italian Contemporary
2422,1 Star,Gambero Rosso,"Marina di Gioiosa Ionica, Italy",€€€,Seafood
2423,1 Star,Qafiz,"Santa Cristina d'Aspromonte, Italy",€€€€,Creative
2424,1 Star,Rossellinis,"Ravello, Italy",€€€€,Mediterranean Cuisine
2425,1 Star,Don Alfonso 1890 San Barbato,"Lavello, Italy",€€€,Country cooking
2426,1 Star,Orma Roma,"Rome, Italy",€€€€,Italian Contemporary
2427,1 Star,Glicine,"Amalfi, Italy",€€€€,Mediterranean Cuisine
2428,1 Star,Il Fuoco Sacro,"San Pantaleo, Italy",€€€€,Italian
2429,1 Star,Villa Naj,"Stradella, Italy",€€€,Modern Cuisine
2430,1 Star,Silene,"Seggiano, Italy",€€€,Tuscan
2431,1 Star,Terramira,"Capolona, Italy",€€€€,Contemporary
2432,1 Star,Il Tiglio,"Montemonaco, Italy",€€€,Cuisine from the Marches
2433,1 Star,Acqua Pazza,"Ponza, Italy",€€€,Seafood
2434,1 Star,La Madernassa,"Guarene, Italy",€€€€,Creative
2435,1 Star,Peter Brunel Ristorante Gourmet,"Arco, Italy",€€€€,Modern Cuisine
2436,1 Star,FRE,"Monforte d'Alba, Italy",€€€€,Creative
2437,1 Star,Principe Cerami,"Taormina, Italy",€€€€,Modern Cuisine
2438,1 Star,Piano35,"Turin, Italy",€€€€,Italian Contemporary
2439,1 Star,Damini Macelleria & Affini,"Arzignano, Italy",€€€,Meats and Grills
2440,1 Star,All'Enoteca,"Canale, Italy",€€€,Piedmontese
2441,1 Star,Casa Vissani,"Baschi, Italy",€€€€,Creative
2442,1 Star,Sapio,"Catania, Italy",€€€€,Sicilian
2443,1 Star,La Palta,"Borgonovo Val Tidone, Italy",€€€,Country cooking
2444,1 Star,Il Cantuccio,"Albavilla, Italy",€€€,Modern Cuisine
2445,1 Star,El Molin,"Cavalese, Italy",€€€€,Alpine
2446,1 Star,Gardenia,"Caluso, Italy",€€€,Piedmontese
2447,1 Star,Coria,"Catania, Italy",€€€,Italian Contemporary
2448,1 Star,La Trattoria Enrico Bartolini,"Castiglione della Pescaia, Italy",€€€€,Mediterranean Cuisine
2449,1 Star,LoRo,"Trescore Balneario, Italy",€€€,Creative
2450,1 Star,Nove,"Alassio, Italy",€€€€,Ligurian
2451,1 Star,Spinechile,"Schio, Italy",€€€€,Creative
2452,1 Star,Wood,"Breuil Cervinia, Italy",€€€,Creative
2453,1 Star,Andrea Monesi - Locanda di Orta,"Orta San Giulio, Italy",€€€€,Country cooking
2454,1 Star,Aqua Crua,"Barbarano Vicentino, Italy",€€€€,Creative
2455,1 Star,Osteria Arbustico,"Paestum, Italy",€€€,Modern Cuisine
2456,1 Star,Il Pievano,"Gaiole in Chianti, Italy",€€€€,Country cooking
2457,1 Star,Locanda San Lorenzo,"Puos d'Alpago, Italy",€€€,Modern Cuisine
2458,1 Star,Il Papavero,"Eboli, Italy",€€,Modern Cuisine
2459,1 Star,Antonello Colonna Labico,"Labico, Italy",€€€€,Italian Contemporary
2460,1 Star,Il Centro,"Priocca, Italy",€€€,Piedmontese
2461,1 Star,Zash,"Archi, Italy",€€€€,Creative
2462,1 Star,La Preséf,"Mantello, Italy",€€€€,Creative
2463,1 Star,Palazzo Petrucci,"Naples, Italy",€€€€,Creative
2464,1 Star,Angelo Sabatelli,"Putignano, Italy",€€€,Country cooking
2465,1 Star,Atelier,"Domodossola, Italy",€€€,Country cooking
2466,1 Star,Bistrot,"Forte dei Marmi, Italy",€€€€,Seafood
2467,1 Star,Luigi Lepore,"Lamezia Terme, Italy",€€€,Creative
2468,1 Star,Per Me Giulio Terrinoni,"Rome, Italy",€€€€,Italian
2469,1 Star,Andreina,"Loreto, Italy",€€€,Modern Cuisine
2470,1 Star,Cortile Spirito Santo,"Syracuse, Italy",€€€,Creative
2471,1 Star,La Magnolia,"Forte dei Marmi, Italy",€€€€,Modern Cuisine
2472,1 Star,Linfa,"San Gimignano, Italy",€€€€,Creative
2473,1 Star,Felix Lo Basso home & restaurant,"Milan, Italy",€€€€,Italian Contemporary
2474,1 Star,Mec Restaurant,"Palermo, Italy",€€€,Sicilian
2475,1 Star,Elementi,"Torgiano, Italy",€€€€,Italian Contemporary
2476,1 Star,Pascucci al Porticciolo,"Fiumicino, Italy",€€€,Seafood
2477,1 Star,L'Acciuga,"Perugia, Italy",€€€,Contemporary
2478,1 Star,In Viaggio - Claudio Melis,"Bolzano, Italy",€€€€,Creative
2479,1 Star,Anima,"Milan, Italy",€€€€,Contemporary
2480,1 Star,Osteria degli Assonica,"Sorisole, Italy",€€€,Italian Contemporary
2481,1 Star,La Bandiera,"Civitella Casanova, Italy",€€€,Cuisine from Abruzzo
2482,1 Star,Italo Bassi Confusion Restaurant,"Porto Cervo, Italy",€€€€,Creative
2483,1 Star,Lux Lucis,"Forte dei Marmi, Italy",€€€€,Creative
2484,1 Star,Antica Corte Pallavicina,"Polesine Parmense, Italy",€€€€,Country cooking
2485,1 Star,ARIA,"Naples, Italy",€€€€,Contemporary
2486,1 Star,Don Geppi,"Sant' Agnello, Italy",€€€€,Creative
2487,1 Star,Apostelstube,"Brixen, Italy",€€€€,Creative
2488,1 Star,Già Sotto l'Arco,"Carovigno, Italy",€€€€,Italian
2489,1 Star,San Martino,"Treviglio, Italy",€€€,Seafood
2490,1 Star,SanBrite,"Cortina d'Ampezzo, Italy",€€€€,Alpine
2491,1 Star,Pulejo,"Rome, Italy",€€€,Italian Contemporary
2492,1 Star,Paolo Griffa al Caffè Nazionale,"Aosta, Italy",€€€€,Creative
2493,1 Star,La Caravella dal 1959,"Amalfi, Italy",€€€€,Campanian
2494,1 Star,Orto by Jorg Giubbani,"Moneglia, Italy",€€€€,Creative
2495,1 Star,Il Falconiere,"San Martino, Italy",€€€€,Tuscan
2496,1 Star,Osmosi,"Montepulciano, Italy",€€€,Contemporary
2497,1 Star,Casin del Gamba,"Altissimo, Italy",€€€€,Country cooking
2498,1 Star,Trattoria al Cacciatore - La Subida,"Cormons, Italy",€€€,Regional Cuisine
2499,1 Star,Il Sereno Al Lago,"Torno, Italy",€€€€,Creative
2500,1 Star,Colline Ciociare,"Acuto, Italy",€€€€,Cuisine from Lazio
2501,1 Star,Il Visibilio,"Castelnuovo Berardenga, Italy",€€€€,Creative
2502,1 Star,Dattilo,"Strongoli, Italy",€€€€,Country cooking
2503,1 Star,Une,"Capodacqua, Italy",€€€,Creative
2504,1 Star,Hyle,"San Giovanni in Fiore, Italy",€€€€,Modern Cuisine
2505,1 Star,Unforgettable,"Turin, Italy",€€€€,Innovative
2506,1 Star,Octavin,"Arezzo, Italy",€€€€,Creative
2507,1 Star,Mater1apr1ma,"Pontinia, Italy",€€€,Italian Contemporary
2508,1 Star,Local,"Venice, Italy",€€€€,Contemporary
2509,1 Star,Contrada Bricconi,"Oltressenda Alta, Italy",€€€€,Country cooking
2510,1 Star,Gabbiano 3.0,"Marina di Grosseto, Italy",€€€,Creative
2511,1 Star,Idylio by Apreda,"Rome, Italy",€€€€,Italian Contemporary
2512,1 Star,Rear Restaurant,"Nola, Italy",€€€,Italian Contemporary
2513,1 Star,Gusto by Sadler,"San Teodoro, Italy",€€€€,Modern Cuisine
2514,1 Star,Casa Buono,"Ventimiglia, Italy",€€€,Country cooking
2515,1 Star,Re Santi e Leoni,"Nola, Italy",€€€,Contemporary
2516,1 Star,Il Saraceno,"Cavernago, Italy",€€€€,Mediterranean Cuisine
2517,1 Star,Il Palagio,"Florence, Italy",€€€€,Italian Contemporary
2518,1 Star,Storie d'Amore,"Borgoricco, Italy",€€€€,Modern Cuisine
2519,1 Star,La Capanna di Eraclio,"Codigoro, Italy",€€€,Seafood
2520,1 Star,La Zanzara,"Codigoro, Italy",€€€,Seafood
2521,1 Star,Oseleta,"Cavaion Veronese, Italy",€€€,Creative
2522,1 Star,Da Gorini,"San Piero in Bagno, Italy",€€€,Modern Cuisine
2523,1 Star,La Buca,"Cesenatico, Italy",€€€,Seafood
2524,1 Star,Le Monzù,"Capri, Italy",€€€€,Contemporary
2525,1 Star,Zur Rose,"San Michele, Italy",€€€,Regional Cuisine
2526,1 Star,Vecchio Ristoro,"Aosta, Italy",€€€€,Cuisine from the Aosta Valley
2527,1 Star,Tivoli,"Cortina d'Ampezzo, Italy",€€€€,Modern Cuisine
2528,1 Star,Caracol,"Bacoli, Italy",€€€€,Mediterranean Cuisine
2529,1 Star,Leon d'Oro,"Pralboino, Italy",€€€€,Country cooking
2530,1 Star,Il Poggio Rosso,"Castelnuovo Berardenga, Italy",€€€€,Creative
2531,1 Star,Il Refettorio,"Conca dei Marini, Italy",€€€€,Mediterranean Cuisine
2532,1 Star,La Parolina,"Trevinano, Italy",€€€€,Country cooking
2533,1 Star,Cannavacciuolo Vineyard,"Casanova di Terricciola, Italy",€€€,Italian Contemporary
2534,1 Star,Quadri,"Venice, Italy",€€€€,Modern Cuisine
2535,1 Star,Bluh Furore,"Furore, Italy",€€€€,Contemporary
2536,1 Star,Neolokal,"Istanbul, Türkiye",₺₺₺₺,Turkish
2537,1 Star,Teruar Urla,"Izmir, Türkiye",₺₺₺,Mediterranean Cuisine
2538,1 Star,Arkestra,"Istanbul, Türkiye",₺₺₺₺,Fusion
